STATE,ST_CASE,FATALS
25,250398,1
25,250399,1
25,250400,1
25,250401,3
25,250402,2
25,250403,1
25,250404,1
26,260001,1
26,260002,2
26,260003,1
26,260004,1
26,260005,1
26,260006,1
26,260007,1
26,260008,1
26,260009,1
26,260010,1
26,260011,1
26,260012,1
26,260013,1
26,260014,1
26,260015,1
26,260016,1
26,260017,1
26,260018,1
26,260019,1
26,260020,1
26,260021,1
26,260022,1
26,260023,1
26,260024,1
26,260025,1
26,260026,1
26,260027,1
26,260028,1
26,260029,1
26,260030,1
26,260031,1
26,260032,1
26,260033,1
26,260034,1
26,260035,1
26,260036,1
26,260037,1
26,260038,1
26,260039,1
26,260040,1
26,260041,1
26,260042,1
26,260043,1
26,260044,1
26,260045,1
26,260046,1
26,260047,1
26,260048,1
26,260049,1
26,260050,1
26,260051,1
26,260052,1
26,260053,1
26,260054,1
26,260055,1
26,260056,1
26,260057,1
26,260058,1
26,260059,1
26,260060,1
26,260061,1
26,260062,1
26,260063,1
26,260064,1
26,260065,1
26,260066,1
26,260067,1
26,260068,1
26,260069,1
26,260070,1
26,260071,1
26,260072,1
26,260073,1
26,260074,1
26,260075,1
26,260076,1
26,260077,1
26,260078,1
26,260079,1
26,260080,1
26,260081,1
26,260082,1
26,260083,1
26,260084,1
26,260085,1
26,260086,2
26,260087,1
26,260088,1
26,260089,1
26,260090,1
26,260091,1
26,260092,1
26,260093,1
26,260094,1
26,260095,1
26,260096,1
26,260097,1
26,260098,1
26,260099,1
26,260100,1
26,260101,1
26,260102,1
26,260103,1
26,260104,1
26,260105,1
26,260106,1
26,260107,1
26,260108,1
26,260109,1
26,260110,1
26,260111,2
26,260112,1
26,260113,1
26,260114,1
26,260115,1
26,260116,1
26,260117,1
26,260118,1
26,260119,2
26,260120,1
26,260121,1
26,260122,1
26,260123,1
26,260124,1
26,260125,2
26,260126,1
26,260127,1
26,260128,1
26,260129,1
26,260130,1
26,260131,1
26,260132,1
26,260133,1
26,260134,1
26,260135,1
26,260136,1
26,260137,1
26,260138,1
26,260139,1
26,260140,1
26,260141,1
26,260142,1
26,260143,1
26,260144,1
26,260145,1
26,260147,1
26,260148,1
26,260149,1
26,260150,1
26,260151,1
26,260152,1
26,260153,1
26,260156,1
26,260157,1
26,260158,1
26,260159,1
26,260160,1
26,260161,1
26,260162,1
26,260163,1
26,260164,1
26,260165,2
26,260166,1
26,260167,1
26,260168,2
26,260169,1
26,260170,1
26,260171,1
26,260172,1
26,260173,2
26,260174,2
26,260175,1
26,260176,1
26,260177,1
26,260178,1
26,260179,1
26,260181,1
26,260182,1
26,260184,1
26,260185,1
26,260186,1
26,260187,1
26,260188,1
26,260189,1
26,260190,1
26,260191,1
26,260192,1
26,260193,2
26,260194,1
26,260195,1
26,260196,1
26,260197,1
26,260198,1
26,260199,1
26,260200,2
26,260201,1
26,260202,1
26,260203,1
26,260204,1
26,260205,1
26,260206,1
26,260207,1
26,260208,1
26,260209,1
26,260210,1
26,260211,1
26,260212,1
26,260213,1
26,260214,1
26,260215,1
26,260216,1
26,260217,1
26,260218,1
26,260219,1
26,260220,1
26,260221,1
26,260222,1
26,260223,3
26,260224,1
26,260225,1
26,260226,1
26,260227,1
26,260228,1
26,260229,1
26,260230,1
26,260231,1
26,260232,1
26,260233,1
26,260234,1
26,260235,1
26,260236,1
26,260237,1
26,260238,1
26,260239,1
26,260240,1
26,260241,1
26,260242,2
26,260243,1
26,260244,1
26,260245,1
26,260246,1
26,260247,1
26,260248,1
26,260249,1
26,260250,1
26,260251,1
26,260252,1
26,260253,1
26,260254,1
26,260255,1
26,260256,1
26,260257,1
26,260258,1
26,260259,1
26,260260,1
26,260261,1
26,260262,1
26,260263,1
26,260264,1
26,260265,1
26,260266,1
26,260267,1
26,260268,1
26,260269,1
26,260270,1
26,260271,1
26,260272,1
26,260273,1
26,260274,2
26,260275,1
26,260276,1
26,260277,1
26,260278,1
26,260279,1
26,260280,1
26,260281,1
26,260282,1
26,260283,1
26,260284,1
26,260285,1
26,260286,1
26,260287,2
26,260288,1
26,260289,1
26,260290,1
26,260291,1
26,260292,2
26,260293,1
26,260294,1
26,260295,1
26,260296,1
26,260297,1
26,260298,1
26,260299,1
26,260300,1
26,260301,1
26,260302,1
26,260303,1
26,260304,1
26,260305,1
26,260306,1
26,260307,1
26,260308,1
26,260309,1
26,260310,1
26,260311,1
26,260312,1
26,260313,1
26,260314,2
26,260315,1
26,260316,1
26,260317,1
26,260318,1
26,260319,1
26,260320,1
26,260321,1
26,260322,1
26,260323,1
26,260324,1
26,260325,1
26,260326,1
26,260327,2
26,260328,1
26,260329,1
26,260330,1
26,260331,1
26,260332,1
26,260333,1
26,260334,1
26,260335,1
26,260336,1
26,260337,2
26,260338,1
26,260339,1
26,260340,1
26,260341,2
26,260342,1
26,260343,1
26,260344,1
26,260345,1
26,260346,1
26,260347,1
26,260348,1
26,260349,1
26,260350,1
26,260351,1
26,260352,1
26,260353,1
26,260354,1
26,260355,1
26,260356,1
26,260357,2
26,260358,1
26,260359,1
26,260360,1
26,260361,1
26,260362,1
26,260363,1
26,260364,1
26,260365,1
26,260366,1
26,260367,1
26,260368,1
26,260369,1
26,260370,1
26,260371,1
26,260372,1
26,260373,1
26,260374,1
26,260375,1
26,260376,1
26,260377,1
26,260378,1
26,260379,1
26,260380,1
26,260381,1
26,260382,1
26,260383,1
26,260384,2
26,260385,1
26,260386,1
26,260387,1
26,260388,1
26,260389,1
26,260390,1
26,260391,1
26,260392,1
26,260393,1
26,260394,1
26,260395,2
26,260396,1
26,260397,1
26,260398,1
26,260399,1
26,260400,1
26,260401,1
26,260402,1
26,260403,1
26,260404,1
26,260405,1
26,260406,1
26,260407,1
26,260408,1
26,260409,1
26,260410,1
26,260411,1
26,260412,1
26,260413,1
26,260414,1
26,260415,1
26,260416,1
26,260417,1
26,260418,1
26,260419,1
26,260420,1
26,260421,1
26,260422,1
26,260423,1
26,260424,1
26,260425,1
26,260426,1
26,260427,1
26,260428,1
26,260429,1
26,260430,1
26,260431,1
26,260432,2
26,260433,2
26,260434,1
26,260435,1
26,260436,1
26,260437,1
26,260438,1
26,260439,1
26,260440,2
26,260441,1
26,260442,1
26,260443,1
26,260444,1
26,260445,1
26,260446,1
26,260447,1
26,260448,1
26,260449,1
26,260450,1
26,260451,1
26,260452,1
26,260453,1
26,260454,1
26,260455,1
26,260456,1
26,260457,1
26,260458,1
26,260459,1
26,260460,1
26,260461,1
26,260462,1
26,260463,1
26,260464,1
26,260465,1
26,260466,1
26,260467,1
26,260468,1
26,260469,1
26,260470,1
26,260471,1
26,260472,1
26,260473,1
26,260474,1
26,260475,1
26,260476,1
26,260477,1
26,260478,1
26,260479,1
26,260480,1
26,260481,1
26,260482,1
26,260483,1
26,260484,1
26,260485,1
26,260486,1
26,260487,1
26,260488,1
26,260489,1
26,260490,1
26,260491,1
26,260492,2
26,260493,1
26,260494,1
26,260495,1
26,260496,1
26,260497,1
26,260498,1
26,260499,2
26,260500,1
26,260501,1
26,260502,1
26,260503,1
26,260504,1
26,260505,1
26,260506,1
26,260507,2
26,260508,1
26,260509,1
26,260510,1
26,260511,1
26,260512,1
26,260513,1
26,260514,1
26,260515,1
26,260516,1
26,260517,1
26,260518,1
26,260519,1
26,260520,1
26,260521,1
26,260522,1
26,260523,1
26,260524,1
26,260525,1
26,260526,1
26,260527,1
26,260528,1
26,260529,1
26,260530,1
26,260531,1
26,260532,1
26,260533,1
26,260534,1
26,260535,1
26,260536,1
26,260537,1
26,260538,1
26,260539,1
26,260540,2
26,260541,1
26,260542,1
26,260543,2
26,260544,1
26,260545,1
26,260546,1
26,260547,1
26,260548,1
26,260549,1
26,260550,1
26,260551,1
26,260552,1
26,260553,1
26,260554,1
26,260555,1
26,260556,1
26,260557,1
26,260558,1
26,260559,1
26,260560,1
26,260561,1
26,260562,1
26,260563,1
26,260564,1
26,260565,1
26,260566,1
26,260567,1
26,260568,1
26,260569,1
26,260570,1
26,260571,1
26,260572,1
26,260573,1
26,260574,1
26,260575,1
26,260576,1
26,260577,1
26,260578,1
26,260579,1
26,260580,1
26,260581,1
26,260582,1
26,260583,1
26,260584,1
26,260585,2
26,260586,1
26,260587,2
26,260588,1
26,260589,1
26,260590,1
26,260591,1
26,260592,1
26,260593,1
26,260594,1
26,260595,1
26,260596,1
26,260597,1
26,260598,1
26,260599,1
26,260600,1
26,260601,1
26,260602,1
26,260603,1
26,260604,1
26,260605,1
26,260606,1
26,260607,1
26,260608,1
26,260609,1
26,260610,1
26,260611,1
26,260612,1
26,260613,1
26,260614,1
26,260615,1
26,260616,1
26,260617,1
26,260618,1
26,260619,1
26,260620,1
26,260621,1
26,260622,1
26,260623,2
26,260624,1
26,260625,1
26,260626,1
26,260627,1
26,260628,1
26,260629,2
26,260630,1
26,260632,1
26,260633,1
26,260634,1
26,260635,1
26,260636,1
26,260637,1
26,260638,1
26,260639,1
26,260640,1
26,260641,1
26,260642,1
26,260643,1
26,260644,1
26,260645,1
26,260646,1
26,260647,1
26,260648,1
26,260649,1
26,260651,1
26,260652,1
26,260653,1
26,260654,1
26,260655,1
26,260656,1
26,260657,1
26,260658,1
26,260659,1
26,260660,1
26,260661,1
26,260662,1
26,260663,1
26,260664,1
26,260665,1
26,260666,2
26,260667,1
26,260668,1
26,260669,1
26,260670,1
26,260671,1
26,260672,1
26,260673,1
26,260674,1
26,260675,1
26,260676,1
26,260677,1
26,260678,1
26,260679,1
26,260680,1
26,260681,1
26,260682,1
26,260683,2
26,260684,1
26,260685,1
26,260686,1
26,260687,1
26,260688,1
26,260689,1
26,260690,2
26,260691,1
26,260692,2
26,260693,1
26,260694,1
26,260695,1
26,260696,2
26,260697,1
26,260698,1
26,260699,1
26,260700,1
26,260701,1
26,260702,1
26,260703,1
26,260704,1
26,260705,1
26,260706,1
26,260707,1
26,260708,1
26,260709,1
26,260710,1
26,260711,1
26,260712,1
26,260713,1
26,260714,1
26,260715,1
26,260716,1
26,260717,1
26,260718,1
26,260719,1
26,260720,1
26,260721,1
26,260722,1
26,260723,1
26,260724,1
26,260725,1
26,260726,1
26,260727,1
26,260728,2
26,260729,1
26,260730,2
26,260731,1
26,260732,1
26,260733,2
26,260734,1
26,260735,1
26,260736,1
26,260737,1
26,260738,2
26,260739,1
26,260740,1
26,260741,1
26,260742,1
26,260743,1
26,260744,1
26,260745,1
26,260746,1
26,260747,1
26,260748,1
26,260749,1
26,260750,1
26,260751,1
26,260752,1
26,260753,1
26,260754,1
26,260755,1
26,260756,1
26,260757,1
26,260758,1
26,260759,1
26,260760,1
26,260761,1
26,260762,1
26,260763,1
26,260764,1
26,260765,2
26,260766,1
26,260767,1
26,260768,1
26,260769,1
26,260770,1
26,260771,1
26,260772,1
26,260773,1
26,260774,1
26,260775,1
26,260776,1
26,260777,1
26,260778,1
26,260779,1
26,260780,1
26,260781,1
26,260782,1
26,260783,1
26,260784,1
26,260785,1
26,260786,1
26,260787,1
26,260788,1
26,260789,2
26,260791,1
26,260792,1
26,260793,1
26,260794,1
26,260795,1
26,260796,1
26,260798,1
26,260799,1
26,260800,1
26,260801,1
26,260802,1
26,260803,1
26,260804,1
26,260805,1
26,260806,1
26,260807,1
26,260808,1
26,260809,1
26,260810,1
26,260811,1
26,260812,1
26,260813,1
26,260814,1
26,260815,1
26,260816,1
26,260817,1
26,260818,1
26,260819,1
26,260820,1
26,260821,1
26,260822,1
26,260823,1
26,260824,1
26,260825,1
26,260826,1
26,260827,1
26,260828,1
26,260829,1
26,260830,1
26,260831,1
26,260832,1
26,260833,1
26,260834,1
26,260835,1
26,260836,1
26,260837,1
26,260838,1
26,260839,1
26,260840,1
26,260841,1
26,260842,1
26,260843,1
26,260844,1
26,260845,1
26,260846,1
26,260847,1
26,260848,1
26,260849,1
26,260850,1
26,260851,1
26,260852,1
26,260853,1
26,260854,1
26,260855,1
26,260856,1
26,260857,1
26,260858,1
26,260859,1
26,260860,1
26,260861,1
26,260862,1
26,260863,1
26,260864,1
26,260865,1
26,260866,1
26,260867,1
26,260868,1
26,260869,1
26,260870,1
26,260871,1
26,260872,1
26,260873,1
26,260874,1
26,260875,1
26,260876,1
26,260877,1
26,260878,1
26,260879,1
26,260880,1
26,260881,1
26,260882,1
26,260884,1
26,260885,1
26,260886,1
26,260887,1
26,260888,1
26,260889,1
26,260890,1
26,260891,1
26,260892,1
26,260893,1
26,260894,1
26,260895,1
26,260896,1
26,260897,1
26,260898,1
26,260899,1
26,260900,1
26,260901,1
26,260902,1
26,260903,1
26,260904,1
26,260905,1
26,260906,2
26,260907,1
26,260908,1
26,260909,2
26,260910,1
26,260911,2
26,260912,1
26,260913,1
26,260914,1
26,260915,1
26,260916,1
26,260917,1
26,260918,1
26,260919,2
26,260920,1
26,260921,1
26,260922,1
26,260923,1
26,260924,1
26,260925,1
26,260926,1
26,260927,1
26,260928,1
26,260929,2
26,260930,1
26,260931,1
26,260932,1
26,260933,1
26,260934,2
26,260935,1
26,260936,1
26,260937,1
26,260938,1
26,260939,1
26,260940,1
26,260941,1
26,260942,1
26,260943,1
26,260944,1
26,260945,1
26,260946,1
26,260947,1
26,260948,2
26,260949,1
26,260950,1
26,260951,1
26,260952,1
26,260953,1
26,260954,1
26,260955,1
26,260956,2
26,260957,1
26,260958,1
26,260959,1
26,260960,1
26,260961,1
26,260962,1
26,260963,1
26,260964,1
26,260965,1
26,260966,1
26,260967,1
26,260968,1
26,260969,1
26,260970,1
26,260971,1
26,260972,1
26,260973,1
26,260974,2
26,260975,1
26,260976,1
26,260977,1
26,260978,1
26,260979,1
26,260980,1
26,260981,1
26,260982,1
26,260983,1
26,260984,1
26,260985,1
26,260986,1
26,260987,1
26,260988,1
26,260989,1
26,260990,1
26,260991,1
26,260992,1
26,260993,1
26,260994,1
26,260995,1
26,260996,1
26,260997,1
26,260998,1
26,260999,1
26,261000,1
26,261001,1
26,261002,1
26,261003,1
26,261004,1
26,261005,1
26,261006,1
26,261007,1
26,261008,1
26,261009,2
26,261010,1
26,261011,1
26,261012,1
26,261013,1
26,261014,1
26,261015,2
26,261016,1
26,261017,1
26,261018,1
26,261019,1
26,261020,1
26,261021,1
26,261022,1
26,261023,1
26,261024,1
26,261025,2
26,261026,2
26,261027,1
26,261028,1
26,261029,1
26,261030,1
26,261031,1
26,261032,1
26,261033,2
26,261034,1
26,261035,1
26,261036,1
26,261037,2
26,261038,1
26,261039,1
26,261040,1
26,261041,1
26,261042,1
26,261043,1
26,261044,1
26,261045,1
26,261046,1
26,261047,1
26,261048,1
26,261049,1
26,261050,1
26,261051,1
26,261052,1
26,261053,1
26,261054,1
26,261055,1
26,261056,1
26,261057,1
26,261058,1
26,261059,1
26,261060,1
26,261061,1
26,261062,1
26,261063,1
26,261064,1
26,261065,1
26,261066,1
26,261067,1
26,261068,1
26,261069,1
26,261070,1
26,261071,1
26,261072,1
26,261073,1
26,261074,1
26,261075,1
26,261076,1
26,261077,2
26,261078,1
26,261079,1
26,261080,1
26,261081,1
26,261082,2
27,270001,1
27,270002,1
27,270003,1
27,270004,1
27,270005,1
27,270006,1
27,270007,1
27,270008,1
27,270009,1
27,270010,1
27,270011,1
27,270012,1
27,270013,1
27,270014,1
27,270015,1
27,270016,1
27,270017,1
27,270018,1
27,270019,1
27,270020,1
27,270021,1
27,270022,1
27,270023,1
27,270024,1
27,270025,1
27,270026,1
27,270027,1
27,270028,1
27,270029,1
27,270030,1
27,270031,1
27,270032,1
27,270033,1
27,270034,1
27,270035,3
27,270036,1
27,270037,1
27,270038,1
27,270039,1
27,270040,1
27,270041,1
27,270042,1
27,270043,1
27,270044,1
27,270045,1
27,270046,1
27,270047,1
27,270049,1
27,270050,1
27,270052,1
27,270053,1
27,270054,1
27,270055,1
27,270056,1
27,270057,1
27,270058,1
27,270059,1
27,270060,1
27,270061,1
27,270062,2
27,270063,1
27,270064,1
27,270065,1
27,270066,1
27,270067,1
27,270068,2
27,270069,1
27,270070,1
27,270071,1
27,270072,1
27,270073,1
27,270074,1
27,270075,1
27,270076,1
27,270077,1
27,270078,1
27,270079,1
27,270081,2
27,270082,1
27,270083,1
27,270084,1
27,270086,1
27,270087,1
27,270088,1
27,270089,1
27,270090,2
27,270091,1
27,270092,1
27,270093,1
27,270094,1
27,270095,2
27,270096,1
27,270097,1
27,270098,2
27,270099,1
27,270100,1
27,270101,1
27,270102,1
27,270103,1
27,270104,1
27,270105,1
27,270106,1
27,270107,1
27,270108,1
27,270109,3
27,270110,1
27,270111,1
27,270112,1
27,270113,1
27,270114,1
27,270115,1
27,270116,1
27,270117,2
27,270118,1
27,270119,1
27,270120,1
27,270121,1
27,270122,1
27,270123,1
27,270124,1
27,270125,2
27,270126,1
27,270127,1
27,270128,1
27,270129,1
27,270131,1
27,270132,1
27,270133,1
27,270134,1
27,270135,1
27,270136,1
27,270137,1
27,270139,1
27,270140,1
27,270141,1
27,270142,1
27,270143,1
27,270144,1
27,270145,1
27,270146,1
27,270147,1
27,270148,1
27,270149,1
27,270150,1
27,270151,2
27,270152,1
27,270153,1
27,270154,1
27,270155,1
27,270156,1
27,270157,1
27,270158,1
27,270159,1
27,270160,1
27,270161,1
27,270162,1
27,270163,2
27,270164,1
27,270165,1
27,270166,1
27,270167,2
27,270168,1
27,270169,1
27,270170,1
27,270171,1
27,270172,1
27,270173,1
27,270174,1
27,270175,1
27,270176,1
27,270177,1
27,270178,1
27,270179,1
27,270180,1
27,270181,1
27,270182,1
27,270183,1
27,270184,1
27,270185,2
27,270186,1
27,270187,1
27,270189,1
27,270190,1
27,270191,1
27,270192,1
27,270193,1
27,270194,1
27,270195,1
27,270196,1
27,270197,1
27,270198,1
27,270199,1
27,270200,1
27,270201,1
27,270202,1
27,270203,1
27,270204,1
27,270205,1
27,270206,1
27,270207,1
27,270208,1
27,270209,2
27,270210,1
27,270211,2
27,270212,1
27,270213,1
27,270214,1
27,270215,1
27,270216,1
27,270217,4
27,270218,1
27,270219,1
27,270220,1
27,270221,1
27,270222,1
27,270224,1
27,270225,1
27,270226,1
27,270227,1
27,270228,1
27,270229,1
27,270230,1
27,270231,1
27,270232,2
27,270233,1
27,270234,1
27,270235,1
27,270236,2
27,270237,1
27,270238,1
27,270239,1
27,270240,1
27,270241,2
27,270243,1
27,270244,1
27,270245,1
27,270246,1
27,270247,1
27,270248,1
27,270249,1
27,270250,1
27,270251,1
27,270252,1
27,270253,1
27,270255,1
27,270256,1
27,270257,1
27,270259,1
27,270260,1
27,270261,1
27,270262,1
27,270263,2
27,270264,1
27,270266,1
27,270267,1
27,270268,1
27,270269,1
27,270270,1
27,270271,1
27,270272,1
27,270273,1
27,270274,1
27,270275,1
27,270276,1
27,270277,1
27,270278,1
27,270279,1
27,270280,1
27,270281,1
27,270282,1
27,270283,1
27,270284,1
27,270285,1
27,270286,1
27,270287,1
27,270288,1
27,270289,1
27,270291,1
27,270292,1
27,270293,1
27,270294,1
27,270295,1
27,270296,1
27,270297,1
27,270298,1
27,270299,1
27,270300,1
27,270301,1
27,270302,1
27,270303,1
27,270304,1
27,270305,1
27,270306,1
27,270307,1
27,270308,1
27,270309,1
27,270310,1
27,270311,1
27,270312,2
27,270313,1
27,270314,1
27,270315,1
27,270316,1
27,270317,1
27,270318,1
27,270319,1
27,270320,1
27,270321,1
27,270322,1
27,270323,1
27,270324,1
27,270325,1
27,270326,1
27,270327,1
27,270328,2
27,270329,1
27,270330,1
27,270331,1
27,270332,1
27,270333,1
27,270334,1
27,270335,1
27,270336,1
27,270337,1
27,270338,1
27,270339,1
27,270340,1
27,270341,1
27,270342,1
27,270344,1
27,270345,1
27,270346,2
27,270347,1
27,270348,1
27,270349,1
27,270350,2
27,270351,2
27,270352,1
27,270353,1
27,270354,1
27,270355,1
27,270356,1
27,270357,1
27,270358,2
27,270359,1
27,270360,1
27,270361,1
27,270362,1
27,270363,1
27,270364,1
27,270365,1
27,270366,1
27,270367,1
27,270368,1
27,270370,1
27,270371,1
27,270373,1
27,270375,1
27,270376,1
27,270377,1
27,270378,1
27,270379,1
27,270380,1
27,270381,1
27,270382,1
27,270383,3
27,270384,2
27,270385,1
27,270386,1
27,270388,1
27,270389,1
27,270390,1
27,270391,1
27,270392,1
27,270393,1
27,270394,1
27,270395,1
27,270396,1
27,270397,1
27,270398,1
27,270399,1
27,270400,1
27,270401,1
27,270402,1
27,270403,1
27,270404,1
27,270405,2
27,270406,1
27,270407,1
27,270408,1
27,270409,1
27,270410,1
27,270411,1
27,270412,1
27,270414,1
27,270416,1
27,270417,1
27,270418,1
27,270420,1
27,270421,1
27,270422,1
27,270423,1
27,270424,1
27,270425,1
27,270426,1
27,270428,1
27,270429,1
27,270430,1
27,270431,1
27,270432,1
27,270433,1
27,270434,1
27,270435,1
27,270436,1
27,270437,1
27,270438,1
27,270439,1
27,270440,1
27,270441,1
27,270442,1
27,270443,1
27,270444,2
27,270446,1
27,270447,1
27,270448,1
27,270449,1
27,270450,1
27,270451,1
27,270452,1
27,270453,1
27,270454,1
27,270455,1
27,270456,1
27,270457,1
27,270458,1
27,270459,1
27,270460,1
27,270461,1
27,270462,1
27,270463,1
27,270464,1
27,270465,1
27,270466,1
27,270467,1
27,270468,1
27,270470,1
27,270471,2
27,270472,1
27,270473,1
27,270474,1
27,270475,1
28,280001,1
28,280003,1
28,280004,1
28,280005,1
28,280006,1
28,280007,1
28,280008,1
28,280009,1
28,280010,1
28,280011,1
28,280012,1
28,280013,1
28,280014,1
28,280015,2
28,280016,1
28,280017,2
28,280018,1
28,280019,1
28,280020,3
28,280021,1
28,280022,1
28,280023,1
28,280024,1
28,280025,1
28,280026,1
28,280027,3
28,280028,1
28,280029,1
28,280030,1
28,280031,1
28,280032,2
28,280033,1
28,280034,1
28,280035,2
28,280036,1
28,280037,1
28,280038,1
28,280039,2
28,280040,1
28,280041,1
28,280042,1
28,280043,1
28,280044,1
28,280045,1
28,280046,1
28,280047,1
28,280048,1
28,280049,2
28,280050,1
28,280051,1
28,280052,1
28,280053,1
28,280054,1
28,280055,1
28,280056,1
28,280057,1
28,280058,1
28,280059,1
28,280060,3
28,280061,1
28,280062,1
28,280063,1
28,280064,1
28,280065,1
28,280066,1
28,280067,1
28,280068,1
28,280069,3
28,280070,1
28,280071,2
28,280072,1
28,280073,1
28,280074,1
28,280075,1
28,280076,1
28,280077,1
28,280078,1
28,280079,1
28,280080,2
28,280081,1
28,280082,1
28,280083,1
28,280084,1
28,280085,1
28,280086,1
28,280087,1
28,280088,1
28,280089,1
28,280090,1
28,280091,1
28,280092,1
28,280093,1
28,280094,3
28,280095,1
28,280096,1
28,280097,1
28,280098,1
28,280099,1
28,280100,1
28,280101,1
28,280102,1
28,280103,1
28,280104,1
28,280105,1
28,280106,1
28,280107,1
28,280108,1
28,280109,1
28,280110,2
28,280112,1
28,280113,1
28,280114,1
28,280115,1
28,280116,1
28,280117,1
28,280118,2
28,280119,1
28,280120,1
28,280121,1
28,280122,1
28,280123,1
28,280124,1
28,280125,1
28,280126,1
28,280127,1
28,280128,1
28,280129,1
28,280130,1
28,280131,1
28,280132,1
28,280133,1
28,280134,1
28,280135,1
28,280136,3
28,280137,1
28,280138,2
28,280139,2
28,280140,1
28,280141,1
28,280142,1
28,280143,1
28,280144,1
28,280145,1
28,280146,3
28,280147,1
28,280148,1
28,280149,1
28,280150,1
28,280151,1
28,280152,1
28,280153,1
28,280154,1
28,280155,2
28,280156,1
28,280157,1
28,280158,2
28,280159,1
28,280160,1
28,280161,1
28,280162,1
28,280163,1
28,280164,1
28,280165,1
28,280166,1
28,280167,1
28,280168,1
28,280169,1
28,280170,1
28,280171,1
28,280172,1
28,280173,1
28,280174,1
28,280175,1
28,280176,1
28,280177,1
28,280178,1
28,280179,1
28,280180,1
28,280181,1
28,280182,1
28,280183,1
28,280184,1
28,280185,1
28,280186,1
28,280187,1
28,280188,1
28,280189,1
28,280190,1
28,280191,1
28,280192,1
28,280193,1
28,280194,1
28,280195,1
28,280196,1
28,280197,1
28,280198,1
28,280199,1
28,280200,2
28,280201,1
28,280202,1
28,280204,1
28,280205,1
28,280206,1
28,280207,1
28,280208,1
28,280209,2
28,280210,1
28,280211,1
28,280212,1
28,280213,1
28,280214,1
28,280215,1
28,280216,1
28,280217,1
28,280218,1
28,280219,1
28,280220,1
28,280221,1
28,280222,1
28,280223,1
28,280224,1
28,280225,1
28,280226,1
28,280227,1
28,280228,2
28,280229,1
28,280230,1
28,280231,1
28,280232,1
28,280233,2
28,280234,1
28,280235,1
28,280236,1
28,280237,2
28,280238,1
28,280239,1
28,280240,1
28,280241,1
28,280242,2
28,280243,1
28,280244,1
28,280245,1
28,280246,1
28,280247,1
28,280248,1
28,280249,1
28,280250,1
28,280251,1
28,280252,1
28,280253,1
28,280254,1
28,280255,1
28,280256,1
28,280257,1
28,280258,1
28,280259,1
28,280260,1
28,280261,1
28,280262,1
28,280263,1
28,280264,1
28,280265,1
28,280266,2
28,280267,1
28,280268,1
28,280269,1
28,280270,2
28,280271,1
28,280272,1
28,280273,1
28,280274,1
28,280275,1
28,280276,1
28,280277,1
28,280278,1
28,280279,1
28,280280,1
28,280281,1
28,280282,2
28,280283,1
28,280284,1
28,280285,1
28,280286,2
28,280287,1
28,280288,1
28,280289,1
28,280290,1
28,280291,1
28,280292,1
28,280293,1
28,280294,1
28,280295,1
28,280296,1
28,280297,1
28,280298,1
28,280299,1
28,280300,1
28,280301,1
28,280302,1
28,280303,1
28,280304,1
28,280305,1
28,280306,1
28,280307,1
28,280308,1
28,280309,1
28,280310,1
28,280311,2
28,280312,1
28,280313,1
28,280314,1
28,280315,1
28,280316,1
28,280317,1
28,280318,1
28,280319,1
28,280320,2
28,280321,1
28,280322,1
28,280323,1
28,280324,1
28,280325,1
28,280326,1
28,280327,1
28,280328,1
28,280329,1
28,280330,2
28,280331,1
28,280332,1
28,280333,1
28,280334,2
28,280335,1
28,280336,1
28,280337,1
28,280338,1
28,280339,1
28,280340,1
28,280341,1
28,280342,1
28,280343,1
28,280344,1
28,280345,1
28,280346,1
28,280347,1
28,280348,1
28,280349,1
28,280350,1
28,280351,1
28,280352,1
28,280353,2
28,280354,1
28,280355,1
28,280356,1
28,280357,1
28,280358,1
28,280359,1
28,280360,1
28,280361,1
28,280362,1
28,280363,1
28,280364,2
28,280365,3
28,280366,1
28,280367,1
28,280368,1
28,280369,1
28,280370,1
28,280371,1
28,280372,1
28,280373,1
28,280374,1
28,280375,1
28,280376,1
28,280378,2
28,280379,1
28,280380,1
28,280381,1
28,280382,1
28,280383,1
28,280384,1
28,280385,2
28,280386,1
28,280387,1
28,280388,1
28,280389,1
28,280390,1
28,280391,1
28,280392,1
28,280393,1
28,280394,1
28,280395,1
28,280396,1
28,280397,1
28,280398,1
28,280400,2
28,280401,1
28,280402,1
28,280403,1
28,280404,1
28,280405,1
28,280406,1
28,280407,1
28,280408,1
28,280409,1
28,280411,1
28,280412,1
28,280413,1
28,280414,1
28,280415,1
28,280416,1
28,280417,1
28,280418,1
28,280419,1
28,280420,1
28,280421,1
28,280422,1
28,280423,1
28,280424,1
28,280425,1
28,280426,1
28,280427,1
28,280428,1
28,280429,1
28,280430,1
28,280431,1
28,280432,1
28,280433,1
28,280434,1
28,280435,1
28,280436,1
28,280437,2
28,280438,1
28,280439,1
28,280440,1
28,280441,1
28,280442,1
28,280443,1
28,280444,2
28,280445,1
28,280446,2
28,280447,1
28,280448,1
28,280449,1
28,280450,2
28,280451,1
28,280452,1
28,280453,1
28,280454,1
28,280455,1
28,280456,1
28,280457,2
28,280458,1
28,280459,1
28,280460,2
28,280461,1
28,280462,1
28,280463,1
28,280464,1
28,280465,1
28,280466,1
28,280467,1
28,280468,1
28,280469,1
28,280470,1
28,280471,1
28,280472,1
28,280473,1
