STATE,ST_CASE,FATALS
12,121099,1
12,121100,1
12,121102,1
12,121103,1
12,121105,1
12,121106,1
12,121107,1
12,121108,1
12,121109,1
12,121110,1
12,121112,1
12,121113,1
12,121114,1
12,121115,1
12,121116,1
12,121117,1
12,121118,1
12,121119,1
12,121120,1
12,121121,1
12,121122,1
12,121123,1
12,121124,2
12,121125,1
12,121126,1
12,121127,1
12,121128,1
12,121129,1
12,121130,1
12,121131,1
12,121132,1
12,121133,1
12,121134,1
12,121135,1
12,121136,1
12,121137,1
12,121139,2
12,121140,1
12,121141,1
12,121142,1
12,121143,1
12,121144,1
12,121145,1
12,121146,1
12,121147,1
12,121148,1
12,121149,1
12,121150,2
12,121151,1
12,121152,1
12,121153,1
12,121154,1
12,121156,1
12,121157,1
12,121158,1
12,121160,1
12,121161,1
12,121162,1
12,121163,1
12,121164,1
12,121165,2
12,121166,1
12,121167,1
12,121168,2
12,121169,1
12,121171,1
12,121172,1
12,121173,1
12,121174,1
12,121176,1
12,121177,1
12,121178,1
12,121179,1
12,121180,1
12,121181,1
12,121182,1
12,121183,1
12,121184,1
12,121185,1
12,121186,1
12,121187,1
12,121188,1
12,121189,1
12,121190,1
12,121191,1
12,121192,2
12,121194,1
12,121196,1
12,121197,1
12,121198,1
12,121199,1
12,121200,1
12,121201,1
12,121202,1
12,121203,1
12,121204,1
12,121205,1
12,121206,1
12,121207,1
12,121208,1
12,121209,1
12,121210,1
12,121211,1
12,121212,1
12,121213,1
12,121214,3
12,121215,2
12,121216,1
12,121217,1
12,121218,1
12,121219,1
12,121220,1
12,121221,1
12,121222,1
12,121223,1
12,121224,2
12,121225,1
12,121226,1
12,121227,1
12,121228,1
12,121229,1
12,121231,1
12,121232,1
12,121234,1
12,121235,1
12,121236,1
12,121237,1
12,121238,1
12,121239,1
12,121240,1
12,121241,1
12,121242,1
12,121243,1
12,121244,1
12,121245,1
12,121246,1
12,121247,1
12,121248,1
12,121249,1
12,121250,1
12,121251,1
12,121252,1
12,121253,1
12,121254,1
12,121255,1
12,121256,1
12,121257,1
12,121258,1
12,121259,1
12,121260,3
12,121261,1
12,121262,1
12,121263,1
12,121264,1
12,121265,1
12,121266,1
12,121267,1
12,121268,1
12,121269,1
12,121270,2
12,121271,1
12,121272,1
12,121273,1
12,121274,1
12,121275,1
12,121276,1
12,121277,1
12,121278,1
12,121279,1
12,121280,1
12,121281,1
12,121282,1
12,121283,1
12,121284,1
12,121285,1
12,121286,1
12,121287,1
12,121288,1
12,121289,1
12,121290,1
12,121291,1
12,121292,1
12,121293,1
12,121294,1
12,121295,1
12,121297,1
12,121298,1
12,121299,1
12,121300,1
12,121302,1
12,121303,1
12,121304,1
12,121305,1
12,121306,1
12,121307,1
12,121308,1
12,121309,1
12,121310,2
12,121311,1
12,121312,1
12,121313,2
12,121314,1
12,121315,1
12,121316,1
12,121317,1
12,121318,1
12,121319,1
12,121320,1
12,121321,1
12,121322,1
12,121323,1
12,121324,1
12,121325,1
12,121326,1
12,121327,1
12,121328,1
12,121329,1
12,121330,1
12,121331,1
12,121332,1
12,121333,1
12,121335,1
12,121336,1
12,121337,1
12,121338,1
12,121339,1
12,121340,1
12,121341,1
12,121342,1
12,121343,1
12,121344,1
12,121345,1
12,121346,2
12,121347,1
12,121348,2
12,121349,1
12,121350,1
12,121351,4
12,121352,2
12,121353,1
12,121354,1
12,121355,1
12,121356,1
12,121357,1
12,121358,1
12,121359,1
12,121361,5
12,121362,1
12,121363,1
12,121364,1
12,121365,1
12,121366,1
12,121367,2
12,121368,1
12,121369,1
12,121370,1
12,121371,1
12,121372,1
12,121373,1
12,121374,1
12,121375,1
12,121376,1
12,121377,1
12,121378,1
12,121379,1
12,121380,1
12,121381,1
12,121382,1
12,121383,3
12,121384,1
12,121385,1
12,121386,1
12,121387,1
12,121388,1
12,121389,1
12,121390,1
12,121391,1
12,121392,1
12,121393,2
12,121394,1
12,121395,1
12,121396,1
12,121397,1
12,121398,1
12,121399,1
12,121400,1
12,121401,1
12,121402,1
12,121403,1
12,121404,1
12,121405,1
12,121406,1
12,121407,1
12,121408,1
12,121409,1
12,121410,1
12,121411,1
12,121412,1
12,121413,1
12,121414,1
12,121415,1
12,121416,1
12,121417,1
12,121418,2
12,121419,1
12,121420,1
12,121421,1
12,121422,1
12,121423,1
12,121424,1
12,121425,1
12,121426,1
12,121427,2
12,121428,1
12,121429,1
12,121430,1
12,121431,1
12,121432,1
12,121433,1
12,121434,1
12,121435,1
12,121436,1
12,121437,1
12,121438,1
12,121439,1
12,121440,1
12,121441,1
12,121442,1
12,121443,1
12,121444,1
12,121445,1
12,121446,2
12,121447,1
12,121448,1
12,121449,1
12,121450,1
12,121451,1
12,121452,2
12,121453,1
12,121454,1
12,121455,1
12,121456,1
12,121457,1
12,121458,1
12,121459,1
12,121460,1
12,121461,1
12,121462,2
12,121463,1
12,121464,1
12,121465,1
12,121466,1
12,121467,1
12,121468,1
12,121469,1
12,121470,1
12,121471,1
12,121472,1
12,121473,1
12,121474,1
12,121475,1
12,121476,1
12,121477,1
12,121478,1
12,121479,1
12,121480,1
12,121481,1
12,121482,1
12,121483,1
12,121484,1
12,121485,1
12,121486,1
12,121487,1
12,121488,1
12,121489,1
12,121490,1
12,121491,1
12,121492,3
12,121495,1
12,121496,1
12,121497,1
12,121498,1
12,121499,1
12,121500,1
12,121501,1
12,121502,1
12,121503,1
12,121504,1
12,121505,1
12,121506,1
12,121507,1
12,121508,1
12,121509,1
12,121510,1
12,121511,1
12,121512,1
12,121513,1
12,121514,1
12,121515,1
12,121516,1
12,121517,1
12,121518,1
12,121519,1
12,121520,1
12,121521,1
12,121522,1
12,121523,1
12,121524,1
12,121525,1
12,121526,1
12,121527,1
12,121528,1
12,121529,1
12,121530,1
12,121531,1
12,121532,1
12,121533,1
12,121534,1
12,121535,3
12,121536,1
12,121537,2
12,121538,1
12,121539,1
12,121540,1
12,121541,1
12,121542,1
12,121543,1
12,121544,1
12,121545,1
12,121546,1
12,121547,1
12,121548,2
12,121549,1
12,121550,1
12,121551,1
12,121552,1
12,121553,1
12,121554,1
12,121555,1
12,121556,2
12,121557,1
12,121558,1
12,121559,2
12,121560,1
12,121561,1
12,121562,1
12,121563,1
12,121564,1
12,121565,1
12,121566,1
12,121567,1
12,121568,1
12,121569,1
12,121570,1
12,121572,1
12,121573,1
12,121574,1
12,121575,1
12,121576,1
12,121577,1
12,121578,1
12,121579,1
12,121580,1
12,121581,1
12,121582,1
12,121583,1
12,121584,1
12,121585,1
12,121586,1
12,121587,1
12,121588,1
12,121590,1
12,121591,1
12,121592,1
12,121593,1
12,121594,1
12,121595,1
12,121596,1
12,121597,1
12,121598,1
12,121599,1
12,121600,1
12,121601,2
12,121602,1
12,121603,1
12,121604,1
12,121605,1
12,121606,1
12,121607,1
12,121608,1
12,121609,1
12,121610,1
12,121611,1
12,121612,1
12,121613,1
12,121614,1
12,121615,1
12,121616,1
12,121617,1
12,121618,1
12,121619,1
12,121620,1
12,121621,1
12,121622,1
12,121623,1
12,121624,1
12,121625,1
12,121626,1
12,121627,1
12,121628,1
12,121629,1
12,121630,1
12,121631,1
12,121632,3
12,121633,1
12,121634,1
12,121635,1
12,121636,1
12,121637,1
12,121638,1
12,121639,1
12,121640,1
12,121641,1
12,121642,1
12,121643,1
12,121644,1
12,121645,2
12,121646,1
12,121647,2
12,121648,1
12,121649,1
12,121650,1
12,121651,1
12,121652,1
12,121653,1
12,121654,1
12,121655,1
12,121656,1
12,121657,1
12,121658,1
12,121659,1
12,121660,1
12,121661,1
12,121662,1
12,121663,1
12,121664,2
12,121665,1
12,121666,1
12,121667,1
12,121669,1
12,121670,1
12,121671,1
12,121672,1
12,121674,1
12,121675,1
12,121676,1
12,121677,1
12,121679,1
12,121680,1
12,121681,1
12,121682,1
12,121683,1
12,121684,1
12,121685,1
12,121686,1
12,121687,1
12,121688,1
12,121689,1
12,121690,1
12,121691,1
12,121692,2
12,121693,1
12,121694,1
12,121695,1
12,121696,1
12,121697,1
12,121698,1
12,121699,1
12,121700,2
12,121701,1
12,121702,1
12,121703,1
12,121704,1
12,121705,1
12,121706,1
12,121707,1
12,121708,1
12,121709,1
12,121710,1
12,121711,1
12,121712,1
12,121714,1
12,121715,1
12,121716,1
12,121717,1
12,121718,1
12,121719,2
12,121720,1
12,121721,1
12,121722,1
12,121723,1
12,121724,1
12,121725,1
12,121726,1
12,121727,1
12,121728,1
12,121729,1
12,121730,1
12,121731,1
12,121732,1
12,121733,1
12,121734,2
12,121735,1
12,121736,1
12,121737,1
12,121738,1
12,121739,1
12,121740,1
12,121741,2
12,121742,1
12,121743,1
12,121744,1
12,121745,1
12,121749,1
12,121750,1
12,121751,1
12,121752,1
12,121753,1
12,121754,1
12,121755,1
12,121756,1
12,121757,1
12,121758,1
12,121759,1
12,121760,1
12,121761,1
12,121762,1
12,121763,1
12,121764,1
12,121765,1
12,121766,1
12,121767,1
12,121768,1
12,121769,1
12,121770,1
12,121771,1
12,121772,1
12,121773,2
12,121774,2
12,121775,1
12,121776,1
12,121777,1
12,121778,1
12,121779,1
12,121780,1
12,121781,1
12,121782,1
12,121783,1
12,121784,1
12,121785,1
12,121786,1
12,121787,1
12,121788,1
12,121789,1
12,121790,1
12,121791,1
12,121792,1
12,121793,1
12,121794,1
12,121795,1
12,121796,1
12,121797,1
12,121798,1
12,121799,1
12,121800,2
12,121801,1
12,121802,1
12,121803,1
12,121804,1
12,121806,1
12,121807,1
12,121808,1
12,121809,1
12,121810,2
12,121811,1
12,121812,1
12,121813,1
12,121814,1
12,121815,1
12,121816,1
12,121817,1
12,121818,1
12,121819,1
12,121820,1
12,121821,1
12,121822,1
12,121823,1
12,121824,1
12,121825,1
12,121826,1
12,121827,1
12,121828,1
12,121829,1
12,121830,1
12,121831,1
12,121832,1
12,121833,1
12,121834,1
12,121835,1
12,121836,3
12,121837,1
12,121838,1
12,121839,1
12,121840,1
12,121841,1
12,121842,1
12,121843,1
12,121844,1
12,121845,1
12,121846,1
12,121847,1
12,121848,2
12,121849,1
12,121850,3
12,121851,1
12,121853,1
12,121854,1
12,121855,1
12,121856,1
12,121857,1
12,121858,1
12,121859,1
12,121860,2
12,121861,1
12,121862,1
12,121863,1
12,121864,1
12,121865,1
12,121866,1
12,121867,1
12,121868,1
12,121869,1
12,121870,2
12,121871,1
12,121872,1
12,121873,1
12,121874,1
12,121876,1
12,121877,1
12,121878,1
12,121879,2
12,121881,1
12,121882,1
12,121883,1
12,121884,1
12,121885,1
12,121887,1
12,121888,2
12,121889,1
12,121890,1
12,121891,1
12,121892,1
12,121893,1
12,121894,1
12,121895,1
12,121896,1
12,121897,1
12,121898,1
12,121900,1
12,121901,1
12,121902,1
12,121903,1
12,121904,1
12,121905,1
12,121906,1
12,121908,1
12,121909,1
12,121910,1
12,121911,1
12,121912,1
12,121913,1
12,121914,1
12,121915,1
12,121916,1
12,121917,1
12,121918,1
12,121919,1
12,121920,1
12,121921,2
12,121922,1
12,121923,1
12,121924,1
12,121925,1
12,121926,1
12,121927,1
12,121928,1
12,121929,1
12,121930,1
12,121931,1
12,121932,1
12,121933,1
12,121934,1
12,121935,1
12,121936,1
12,121937,1
12,121938,1
12,121939,1
12,121940,1
12,121941,1
12,121942,2
12,121943,1
12,121944,4
12,121945,1
12,121946,1
12,121948,1
12,121949,2
12,121950,1
12,121951,1
12,121952,2
12,121953,1
12,121954,1
12,121955,1
12,121956,1
12,121957,1
12,121958,1
12,121959,1
12,121960,1
12,121961,1
12,121962,1
12,121963,1
12,121964,1
12,121965,1
12,121966,1
12,121967,1
12,121968,1
12,121969,1
12,121970,1
12,121971,1
12,121972,1
12,121973,1
12,121974,1
12,121975,1
12,121976,1
12,121977,1
12,121978,1
12,121979,1
12,121980,1
12,121981,1
12,121982,1
12,121983,1
12,121984,3
12,121985,1
12,121986,1
12,121987,1
12,121988,1
12,121989,1
12,121992,1
12,121993,1
12,121994,1
12,121995,1
12,121996,3
12,121997,1
12,121998,1
12,121999,1
12,122000,4
12,122001,1
12,122002,1
12,122003,1
12,122004,1
12,122005,1
12,122007,1
12,122008,1
12,122009,1
12,122010,1
12,122011,1
12,122012,1
12,122013,2
12,122014,1
12,122015,1
12,122016,1
12,122017,1
12,122018,1
12,122019,2
12,122020,1
12,122021,1
12,122022,1
12,122023,1
12,122024,1
12,122025,1
12,122026,1
12,122027,1
12,122028,1
12,122029,1
12,122030,1
12,122031,1
12,122032,1
12,122033,1
12,122034,1
12,122036,1
12,122037,1
12,122038,1
12,122039,1
12,122040,1
12,122041,1
12,122042,1
12,122043,1
12,122044,1
12,122045,1
12,122046,1
12,122047,1
12,122048,1
12,122050,2
12,122051,1
12,122052,1
12,122053,1
12,122054,1
12,122055,1
12,122056,1
12,122059,1
12,122060,2
12,122061,1
12,122062,1
12,122064,1
12,122065,1
12,122066,2
12,122067,1
12,122068,1
12,122071,1
12,122072,1
12,122073,1
12,122074,1
12,122075,1
12,122076,1
12,122077,1
12,122078,1
12,122080,1
12,122081,1
12,122082,1
12,122083,1
12,122084,1
12,122085,2
12,122086,1
12,122087,1
12,122088,1
12,122089,1
12,122090,1
12,122091,1
12,122092,1
12,122093,1
12,122094,1
12,122095,4
12,122096,1
12,122097,1
12,122098,1
12,122099,1
12,122100,1
12,122101,1
12,122102,1
12,122103,1
12,122104,1
12,122105,1
12,122106,1
12,122107,1
12,122108,1
12,122109,1
12,122110,1
12,122111,1
12,122112,1
12,122113,1
12,122114,1
12,122115,1
12,122116,1
12,122117,1
12,122118,1
12,122119,1
12,122120,1
12,122121,1
12,122122,1
12,122123,1
12,122124,1
12,122125,1
12,122126,2
12,122127,1
12,122128,1
12,122129,1
12,122130,1
12,122131,1
12,122132,1
12,122133,1
12,122134,1
12,122136,1
12,122137,1
12,122138,1
12,122139,1
12,122140,1
12,122142,1
12,122143,2
12,122144,1
12,122145,1
12,122146,1
12,122147,1
12,122148,1
12,122149,1
12,122150,1
12,122151,1
12,122152,1
12,122153,1
12,122154,1
12,122155,1
12,122156,1
12,122157,1
12,122158,1
12,122159,1
12,122160,1
12,122161,1
12,122162,2
12,122163,1
12,122164,1
12,122165,2
12,122166,1
12,122167,1
12,122168,1
12,122169,1
12,122170,1
12,122171,1
12,122172,1
12,122173,1
12,122174,1
12,122175,1
12,122176,1
12,122177,1
12,122178,1
12,122179,2
12,122180,1
12,122181,1
12,122182,1
12,122183,1
12,122184,2
12,122185,1
12,122186,1
12,122187,1
12,122188,1
12,122189,1
12,122190,1
12,122191,1
12,122192,1
12,122193,1
12,122194,1
12,122195,1
12,122196,1
12,122197,1
12,122198,1
12,122199,1
12,122200,1
12,122201,1
12,122202,1
12,122203,1
12,122204,1
12,122205,1
12,122206,1
12,122207,1
12,122208,1
12,122209,1
12,122210,1
12,122211,1
12,122212,1
12,122213,1
12,122215,1
12,122216,1
12,122217,1
12,122218,1
12,122219,2
12,122220,1
12,122221,1
12,122222,1
12,122223,1
12,122224,2
12,122225,1
12,122226,1
12,122227,1
12,122228,1
12,122229,1
12,122230,1
12,122231,1
12,122232,1
12,122233,1
12,122234,1
12,122235,1
12,122236,1
12,122237,1
12,122238,1
12,122239,1
12,122240,1
12,122241,3
12,122243,1
12,122244,1
12,122245,1
12,122246,1
12,122247,1
12,122248,1
12,122249,1
12,122250,1
12,122251,1
12,122252,1
12,122253,1
12,122254,3
12,122255,1
12,122256,1
12,122257,1
12,122258,1
12,122259,1
12,122260,1
12,122261,1
12,122262,1
12,122263,1
12,122264,1
12,122265,1
12,122266,1
12,122267,1
12,122268,1
12,122269,1
12,122270,1
12,122271,1
12,122272,1
12,122273,1
12,122274,1
12,122276,1
12,122277,1
12,122278,1
12,122279,1
12,122280,1
12,122281,1
12,122282,1
12,122283,1
12,122284,1
12,122285,1
12,122286,1
12,122287,1
12,122288,1
12,122289,1
12,122290,1
12,122291,2
12,122292,1
12,122293,1
12,122294,1
12,122295,1
12,122296,1
12,122298,1
12,122299,1
12,122300,1
12,122301,1
12,122302,1
12,122303,1
12,122304,1
12,122305,2
12,122306,1
12,122307,2
12,122308,1
12,122309,1
12,122310,1
12,122311,1
12,122312,1
12,122313,1
12,122314,1
12,122315,1
12,122316,1
12,122317,1
12,122318,1
12,122319,1
12,122320,1
12,122321,1
12,122322,1
12,122323,1
12,122324,1
12,122325,1
12,122326,1
12,122327,1
12,122328,1
12,122329,1
12,122330,1
12,122331,1
12,122332,1
12,122333,1
12,122334,1
12,122335,1
12,122336,1
12,122338,1
12,122339,1
12,122340,1
12,122341,1
12,122342,1
12,122343,1
12,122344,1
12,122345,1
12,122346,1
12,122347,1
12,122348,1
12,122349,1
12,122350,1
12,122351,1
12,122352,1
12,122354,1
12,122355,1
12,122356,1
12,122357,1
12,122358,1
12,122359,1
12,122360,1
12,122361,1
12,122362,1
12,122363,1
12,122364,1
12,122365,1
12,122366,1
12,122367,1
12,122368,1
12,122369,1
12,122370,1
12,122371,1
12,122372,1
12,122373,1
12,122374,1
12,122375,1
12,122376,1
12,122377,1
12,122378,1
12,122379,1
12,122380,1
12,122382,1
12,122383,1
12,122384,1
12,122385,1
12,122386,1
12,122387,1
12,122388,1
12,122389,1
12,122390,1
12,122391,1
12,122392,1
12,122393,1
12,122394,1
12,122395,1
12,122396,1
12,122397,2
12,122398,1
12,122399,1
12,122400,1
12,122402,1
12,122403,1
12,122404,1
12,122405,1
12,122406,1
12,122407,1
12,122408,1
12,122409,1
12,122410,1
12,122411,1
12,122412,1
12,122413,1
12,122414,2
12,122415,1
12,122416,1
12,122417,1
12,122418,1
12,122419,2
12,122420,1
12,122421,1
12,122422,1
12,122423,1
12,122424,1
12,122425,1
12,122426,2
12,122427,1
12,122428,1
12,122429,1
12,122430,2
12,122431,1
12,122432,1
12,122433,1
12,122434,1
12,122435,1
12,122436,1
12,122437,1
12,122438,1
12,122439,1
12,122440,1
12,122441,1
12,122442,1
12,122443,1
12,122444,1
12,122445,1
12,122446,2
12,122447,1
12,122448,1
12,122449,1
12,122450,1
12,122451,1
12,122452,1
12,122453,1
12,122454,1
12,122455,2
12,122456,1
12,122457,1
12,122458,1
12,122459,1
12,122460,1
12,122461,1
12,122462,1
12,122463,2
12,122464,1
12,122465,1
12,122466,1
12,122468,1
12,122469,1
12,122470,1
12,122471,1
12,122472,1
12,122473,1
12,122474,1
12,122475,1
12,122476,1
12,122477,1
12,122478,1
12,122479,1
12,122480,1
12,122481,1
12,122482,1
12,122483,1
12,122484,1
12,122485,1
12,122486,1
12,122487,1
12,122488,1
12,122489,1
12,122490,1
12,122491,1
12,122492,1
12,122493,1
12,122494,1
12,122495,1
12,122496,1
12,122497,1
12,122498,1
12,122499,1
12,122500,1
12,122501,1
12,122502,1
12,122504,1
12,122505,1
12,122506,1
12,122507,1
12,122508,1
12,122509,1
12,122510,1
12,122511,1
12,122512,2
12,122513,1
12,122514,1
12,122515,1
12,122516,2
12,122517,1
12,122518,1
12,122519,1
12,122520,1
12,122521,1
12,122522,5
12,122523,1
12,122524,1
12,122525,1
12,122526,1
12,122527,1
12,122528,1
12,122529,1
12,122530,1
12,122531,1
12,122532,1
12,122533,1
12,122534,2
12,122535,1
12,122536,1
12,122537,1
12,122538,1
12,122539,2
12,122540,1
12,122541,1
12,122542,1
12,122543,1
12,122544,1
12,122545,1
12,122546,1
12,122547,1
12,122548,1
12,122549,1
12,122550,1
12,122551,1
12,122553,1
12,122554,1
12,122555,1
12,122556,1
12,122557,1
12,122558,1
12,122559,1
12,122560,1
12,122561,1
12,122562,1
12,122563,1
12,122564,1
12,122565,2
12,122566,1
12,122567,1
12,122568,1
12,122569,1
12,122570,1
12,122571,1
12,122572,1
12,122573,1
12,122575,1
12,122576,1
12,122577,1
12,122578,1
12,122579,1
12,122580,1
12,122581,1
12,122582,1
12,122583,2
12,122584,1
12,122585,1
12,122586,1
12,122587,1
12,122588,1
12,122589,1
12,122590,1
12,122591,1
12,122592,1
12,122593,1
12,122594,1
12,122595,1
12,122596,1
12,122597,1
12,122598,1
12,122599,1
12,122600,1
12,122601,1
12,122602,1
12,122603,1
12,122604,1
12,122605,1
12,122606,1
12,122607,1
12,122608,1
12,122609,2
12,122610,1
12,122611,1
12,122612,1
12,122613,1
12,122614,1
12,122615,1
12,122616,1
12,122617,1
12,122618,1
12,122619,1
12,122620,1
12,122621,1
12,122623,1
12,122624,1
12,122625,1
12,122626,1
12,122627,1
12,122628,1
12,122629,1
12,122630,1
12,122631,1
12,122632,1
12,122633,1
12,122634,1
12,122635,1
12,122636,1
12,122637,1
12,122638,1
12,122639,1
12,122640,1
12,122641,1
12,122642,1
12,122643,1
12,122644,1
12,122645,1
12,122646,1
12,122647,1
12,122648,1
12,122649,1
12,122650,1
12,122651,1
12,122652,1
12,122653,1
12,122654,1
12,122655,1
12,122656,1
12,122657,2
12,122658,1
12,122659,2
12,122660,1
12,122661,1
12,122662,1
12,122663,3
12,122664,1
12,122665,1
12,122666,1
12,122668,1
12,122669,1
12,122670,2
12,122671,1
12,122672,1
12,122673,1
12,122674,1
12,122675,1
12,122676,1
12,122677,1
12,122678,1
12,122679,1
12,122681,1
12,122682,1
12,122683,1
12,122684,1
12,122685,1
12,122686,1
12,122687,1
12,122688,1
12,122689,1
12,122690,1
12,122691,1
12,122692,1
12,122693,1
12,122694,1
12,122695,1
12,122696,1
12,122697,1
12,122698,1
12,122699,1
12,122700,1
12,122701,1
12,122702,1
12,122703,1
12,122704,1
12,122705,1
12,122706,1
12,122707,1
12,122708,1
12,122709,1
12,122710,1
12,122711,1
12,122712,1
12,122713,1
12,122714,1
12,122715,1
12,122716,1
12,122717,1
12,122718,1
12,122719,1
12,122720,1
12,122721,1
12,122722,1
12,122723,1
12,122724,1
12,122725,1
12,122726,1
12,122727,1
12,122728,1
12,122729,1
12,122730,1
12,122731,1
12,122732,1
12,122733,1
12,122734,1
12,122735,1
12,122736,1
12,122737,1
12,122739,1
12,122740,1
12,122741,1
12,122742,1
12,122743,1
12,122744,1
12,122745,1
12,122746,1
12,122747,1
12,122748,1
12,122749,2
12,122750,1
12,122751,1
12,122752,2
12,122754,1
12,122755,1
12,122756,1
12,122757,1
12,122758,1
12,122759,2
12,122760,1
12,122761,1
12,122762,2
12,122763,1
12,122764,1
12,122765,1
12,122766,1
12,122767,1
12,122768,1
12,122769,1
12,122770,1
12,122771,1
12,122772,1
12,122773,1
12,122774,1
12,122775,1
12,122777,1
12,122778,1
12,122779,1
12,122780,1
12,122781,1
12,122782,1
12,122783,1
12,122784,1
12,122785,1
12,122786,1
12,122787,1
12,122788,1
12,122789,1
12,122790,1
12,122791,1
12,122792,1
12,122793,1
12,122796,1
12,122797,1
12,122798,1
12,122799,1
12,122800,1
12,122801,1
12,122802,1
12,122803,1
12,122804,1
12,122805,1
12,122806,1
12,122807,1
12,122808,1
12,122809,1
12,122810,1
12,122811,1
12,122812,1
12,122813,1
12,122814,2
12,122815,1
12,122816,1
12,122817,1
12,122818,1
12,122819,1
12,122820,1
12,122821,1
12,122822,1
12,122824,1
12,122825,1
12,122826,1
12,122827,1
12,122828,1
12,122829,1
12,122830,1
12,122831,1
12,122832,1
12,122833,1
12,122834,1
12,122835,1
12,122836,1
12,122837,1
12,122838,1
12,122839,1
12,122840,1
12,122841,1
12,122842,1
12,122843,1
12,122844,1
12,122845,1
12,122846,1
12,122847,1
12,122848,1
12,122849,1
12,122850,1
12,122851,1
12,122853,1
12,122854,1
12,122855,1
12,122856,1
12,122858,1
12,122859,1
12,122860,1
12,122861,1
12,122862,1
12,122863,1
12,122864,1
12,122865,1
12,122866,1
12,122867,1
12,122868,2
12,122869,1
12,122870,1
12,122871,1
12,122872,1
12,122873,2
12,122874,2
12,122875,1
12,122876,1
12,122877,1
12,122879,1
12,122880,1
12,122881,1
12,122882,1
12,122883,1
12,122884,1
12,122885,1
12,122886,1
12,122887,1
12,122888,1
12,122889,1
12,122890,1
12,122892,1
12,122893,1
12,122894,1
12,122895,1
12,122896,1
12,122897,1
12,122898,1
12,122899,1
12,122900,1
12,122901,1
12,122902,1
12,122903,1
12,122904,1
12,122905,1
12,122906,2
12,122907,1
12,122908,1
12,122909,1
12,122910,1
12,122911,1
12,122912,1
12,122913,1
12,122914,2
12,122915,1
12,122916,1
12,122917,2
12,122919,1
12,122920,1
12,122921,1
12,122922,1
12,122923,1
12,122924,1
12,122925,2
12,122926,1
12,122927,3
12,122928,1
12,122929,1
12,122930,1
12,122931,1
12,122933,1
12,122934,1
12,122935,1
12,122936,1
12,122937,1
12,122938,2
12,122939,1
12,122940,1
12,122941,1
12,122942,1
12,122943,1
12,122944,1
12,122945,1
12,122946,1
12,122947,1
12,122949,1
12,122950,1
12,122951,1
12,122952,1
12,122953,1
12,122954,1
12,122955,1
12,122956,1
12,122957,1
12,122958,1
12,122959,1
12,122960,1
12,122961,1
12,122963,1
12,122964,1
12,122965,1
12,122966,1
12,122967,1
12,122968,1
12,122969,1
12,122970,1
12,122971,1
12,122972,2
12,122973,1
12,122974,1
12,122975,1
12,122976,1
12,122977,1
12,122978,1
12,122979,1
12,122980,1
12,122982,1
12,122983,1
12,122984,1
12,122985,1
12,122986,1
12,122987,1
12,122988,1
12,122989,1
12,122990,1
12,122991,1
12,122992,1
12,122993,1
12,122994,1
12,122995,1
12,122996,1
12,122997,1
12,122998,1
12,122999,1
12,123000,1
12,123001,1
12,123002,1
12,123003,1
12,123004,1
12,123005,1
12,123006,1
12,123007,1
12,123008,1
12,123009,1
12,123010,1
12,123011,1
12,123012,1
12,123014,1
12,123016,1
12,123017,1
12,123018,1
12,123019,2
12,123020,1
12,123021,1
12,123022,1
12,123023,1
12,123024,1
12,123025,1
12,123026,1
12,123027,1
12,123028,1
12,123029,1
12,123030,1
12,123031,1
12,123032,1
12,123033,1
12,123034,1
12,123036,2
12,123037,1
12,123038,1
12,123039,1
12,123040,1
12,123041,2
12,123042,1
12,123043,1
12,123044,1
12,123045,1
12,123046,1
12,123047,1
12,123048,1
12,123049,1
12,123051,1
12,123053,1
12,123054,1
12,123056,1
12,123058,1
12,123059,1
12,123060,1
12,123061,1
12,123062,1
12,123063,1
12,123064,1
12,123065,1
12,123066,1
12,123067,1
12,123068,1
12,123069,1
12,123070,1
12,123071,1
12,123072,1
12,123074,1
12,123075,1
12,123076,1
12,123077,1
12,123078,1
12,123079,1
12,123080,1
12,123081,1
12,123083,1
12,123084,1
12,123085,1
12,123086,1
12,123087,1
12,123088,1
12,123089,1
12,123090,1
12,123091,1
12,123092,1
12,123093,1
12,123094,1
12,123096,1
12,123097,1
12,123098,1
12,123099,1
12,123100,1
12,123101,1
12,123102,1
12,123103,1
12,123104,1
12,123105,1
12,123106,1
12,123107,1
12,123108,1
12,123109,1
12,123110,1
12,123111,1
12,123112,1
12,123113,1
12,123114,1
12,123115,1
12,123116,1
12,123117,2
12,123118,1
12,123119,1
12,123120,2
12,123121,1
12,123122,1
12,123124,1
12,123125,1
12,123126,1
12,123128,4
12,123129,1
12,123130,1
12,123131,1
12,123132,1
12,123133,1
12,123134,1
12,123135,2
12,123136,2
12,123137,3
12,123138,1
12,123139,1
12,123140,1
12,123141,1
12,123142,1
12,123143,1
12,123144,1
12,123145,1
12,123146,1
12,123147,2
12,123148,1
12,123149,1
12,123150,2
12,123151,1
12,123152,1
12,123153,1
12,123154,1
12,123155,1
12,123156,1
12,123157,1
12,123158,1
12,123159,2
12,123160,1
12,123161,1
12,123162,1
12,123163,1
12,123164,1
12,123165,1
12,123166,1
12,123167,1
12,123169,1
12,123170,1
12,123171,1
12,123172,2
12,123173,1
12,123175,1
12,123176,1
12,123177,1
12,123178,1
12,123179,1
12,123180,1
12,123181,1
12,123182,1
12,123183,1
12,123184,1
12,123185,1
12,123186,1
12,123187,1
